appid,genres
1198050,Casual
1198080,Indie;RPG;Strategy
1198090,RPG
1196310,Indie;RPG;Strategy
1198320,Casual;Indie;RPG
1198390,Adventure;Casual;Indie
1198450,Adventure;Casual
1198510,Action;Indie
1198730,Action;Adventure;Casual;Indie;RPG;Simulation
1198850,Indie;RPG;Strategy
1199030,Action;Indie;RPG
1199370,Action;Adventure;Indie
1199450,Action;Adventure;Indie
1199910,Action;Adventure;Indie
1200,Action
1200110,Adventure
1200140,Indie;Racing;Simulation
1200230,Action;Adventure;Indie;RPG;Simulation;Strategy
1200330,Simulation;Strategy
1200420,Indie
1200520,Action
1200630,Casual;Indie
1200710,Action;Adventure;Casual;Indie;Massively Multiplayer;RPG;Simulation;Strategy;Early Access
1200720,Casual;Simulation
1200730,Adventure;Racing;Early Access
1200860,Indie;Free To Play
1200910,Casual;Indie;Simulation
1200930,Indie;Simulation
1201200,Action;Adventure;Casual;Racing;Simulation;Strategy
1201230,Action;Adventure;Casual;RPG;Simulation
1201240,Action;Casual;RPG;Free To Play
1201270,Adventure;Indie
1201280,Adventure;Indie
1201330,Simulation;Strategy
1201400,Indie;Simulation
1201450,Casual;Indie;RPG;Simulation
1201540,Adventure;Indie;RPG;Strategy
1201550,Adventure;Casual;Indie;Simulation;Strategy
1201630,Action;Indie
1201760,Adventure;Indie
1201830,Indie;Strategy
1201840,Action;Adventure;Indie;Simulation
1201870,Free To Play;Indie
1202070,Action;Adventure;Indie
1202130,Strategy
1202200,Adventure;Casual;Indie;RPG;Simulation
1202280,Action;Casual;Indie;RPG
1202310,Casual;Simulation
1202540,Adventure;Casual;Simulation
1202640,Casual;Indie;Strategy
1202650,Casual;Indie
1202690,Action;Simulation
1202770,Adventure;Casual;Indie
1202790,Adventure;Casual;Indie
1202870,Casual;Indie
1202970,Racing
1202900,Casual;Indie
1203180,Action;Adventure;Indie;Simulation;Early Access
1203220,Action;Adventure;Massively Multiplayer
1203360,Casual;Indie;Strategy
1203370,Action;Adventure;Indie;Massively Multiplayer;Simulation
1203420,Adventure;Casual;Indie
1203430,Action;Adventure;Indie
1203470,Action;Adventure;Indie;Simulation
1203630,Action;Indie
1203710,Action;Adventure;Indie
1203750,Adventure;Indie;RPG
1203930,Indie;Simulation;Strategy
1203970,Adventure;Casual;Indie
1204050,Animation & Modeling;Design & Illustration;Photo Editing;Game Development
1204220,Adventure;Indie
1204270,Casual;Indie;Simulation
1204410,Indie
1204470,Action;Casual;Indie
1204930,Casual
1204940,Action;Indie
1205020,Action;Adventure;Indie;RPG
1205040,Adventure;Indie
1205240,Adventure;Casual;RPG;Strategy
1205260,Adventure;Casual;RPG;Simulation;Strategy
1205450,Action;Adventure;Casual;Indie
1205520,Adventure;Casual
1205560,
1205950,
1205960,
1206060,
1206430,Adventure;Indie
1206560,Indie;Simulation;Early Access
1206600,Action;RPG;Early Access
1206610,Action;Casual;Indie
1206700,Simulation
1206840,Indie
1207480,Casual;Indie;Simulation;Sports
1207590,Indie;Simulation;Strategy
1207650,Adventure;Indie;RPG
1207780,Action;Adventure;Casual;Indie
1207850,Simulation;Strategy;Early Access
1207880,Adventure;RPG
1208260,Action;Adventure;Casual;Indie
1208590,Action;Adventure;Indie
1208770,Action;Indie;Simulation
1208850,Casual;Indie;Simulation
1209000,Action;Casual;Indie;RPG
1209040,Action;Free To Play;Massively Multiplayer
1209060,Action;Adventure;Indie;RPG
1209140,Action;Adventure;Indie
1209360,Action;Racing;Simulation;Sports
1209410,Action;Adventure;Indie;RPG
1209490,Action;Adventure;Indie
1209770,Adventure;Indie;RPG
1209990,Action;Adventure;Indie;RPG
1210030,Adventure;Indie;Simulation
1210150,Adventure;Indie
1210250,Action;Adventure;Free To Play
1210320,Indie;Simulation
1210550,Adventure;Casual;Indie
1210620,Indie
1210680,Action;Adventure;Free To Play;Indie;Massively Multiplayer;RPG
1211020,Action;Adventure;Casual;Indie;Simulation
1211120,Action;Casual;Indie;Simulation;Early Access
1211160,Action;Casual;Indie;Strategy
1211360,Action;Indie;Simulation
1211370,Action;Casual;Indie
1211600,Action;Indie;RPG;Simulation;Early Access
1211630,Casual;Indie;Strategy
1211790,Action;Adventure;Indie
1211830,Indie;RPG
1211930,Adventure
1211960,Indie;Simulation
1212020,Adventure;Indie;RPG
1212040,Casual;Indie
1212150,Adventure
1212400,Adventure;Indie;RPG;Free To Play
1212620,Casual;Indie;RPG;Simulation
1212830,Action;Adventure;Casual;Indie;RPG;Strategy
1212870,Action;Adventure;Casual;Indie;Simulation
1212940,Indie
12130,Action
1213210,Strategy
1213230,Action;Adventure;Casual;Indie;Simulation
1213370,Action;Indie
1213420,Adventure;Casual;Indie;Simulation;Strategy
1213640,Adventure;Indie
1213700,Adventure;Casual;Indie
1213710,Indie;Audio Production
1206240,Action;Massively Multiplayer;Simulation
1213740,Action;Indie;RPG;Early Access
1213750,Action;Indie;Sports
12140,Action
1214280,Adventure;Free To Play;Indie;Simulation
1214360,Adventure;Casual;Free To Play;Indie;Racing
1214670,Action;Indie
1214470,Adventure;Casual;Indie;Simulation
12150,Action
1215090,Adventure;Casual;Indie;RPG;Free To Play
1215260,Casual;Indie;RPG;Strategy
1215180,Adventure;Indie;Massively Multiplayer;Simulation;Early Access
1215270,Adventure;Indie
1215380,Indie;Simulation;Strategy
1215740,Adventure;Indie
1215660,Action;Adventure;Indie;Strategy
1215870,Action;Adventure;Indie
1215930,Indie
1216060,Action;Casual
1216080,Casual;Free To Play;RPG
1216200,Casual;Indie;Free To Play
1216230,Indie;Early Access
1216320,Action;Casual;Indie;Simulation;Strategy
1216490,Action;Adventure;Casual;Indie;RPG;Simulation
1216590,Action;Adventure;Indie
1216660,Casual;Indie;Strategy
1216710,Indie;RPG;Simulation
1216870,Adventure;Casual;Indie
1217060,Action;Adventure;Indie;RPG
1217390,Adventure;Casual;Indie
1217410,Adventure;Casual;Indie;RPG;Simulation
1217570,Adventure
1217610,Casual;Indie;Simulation;Sports
1217830,Adventure;Casual;Indie
1217860,Action;Adventure;RPG;Strategy
1217880,Adventure;Indie
12170,
1218010,
1218170,Action;Adventure;Casual;Indie;RPG;Simulation
1218210,Adventure;Indie;RPG;Strategy
1218250,Adventure;Free To Play;Indie
1218280,Action;Casual;Indie;Simulation
1218500,Action;Adventure;Indie;Simulation
1218520,Casual;Indie;Strategy
12180,
1218530,Action;Adventure;Indie
1218680,Action;Indie
1218740,Action;RPG;Strategy;Free To Play
1218790,Indie;Simulation;Strategy
1218890,Casual;Indie
1218900,Casual;Indie
1219320,Action;Adventure;Indie;RPG;Simulation;Strategy
1219450,Action;Adventure;Indie
1219480,Action;Adventure;Casual;Massively Multiplayer;Early Access
1219940,Indie;Simulation;Strategy
1219950,Indie;Simulation;Strategy
12200,Action;Adventure
1220010,Adventure;Indie;RPG;Simulation;Strategy
1220080,Action;Adventure;Racing;Sports
1220140,Action;Indie;Simulation;Strategy
1220150,Action;Adventure;Indie
1220170,Action;Adventure;Casual;Indie;RPG;Strategy
1220370,Adventure;Casual;Indie;Strategy
1220840,Casual;Indie;RPG;Simulation;Strategy;Early Access
1220890,Action;Adventure;Casual;Indie
1220930,Adventure;Free To Play;Indie
12210,Action;Adventure
1221070,Action;Adventure;Indie;Massively Multiplayer;Sports
1221080,Casual;Indie;Simulation
1221250,Adventure;Indie
1221230,Adventure
1221540,Casual;Indie;Simulation
1221800,Casual;Indie
12220,Action
1222040,Adventure;Racing;Simulation
1222050,Action;Indie
1222140,Action;Adventure
1222210,Action;Adventure;Casual;Indie;RPG;Simulation;Strategy;Free To Play;Early Access
1222300,Action;Casual;Indie;Simulation
1222370,Action;Adventure
1222580,Indie;Free To Play;Utilities
1222680,Action;Adventure;Racing;Sports
1222670,Adventure;Casual;Simulation;Free To Play
1222690,Action;Adventure;RPG;Strategy
1222700,Action;Adventure;Indie
1222730,Action;Simulation
1222750,Casual;Indie;Early Access
1222800,Adventure;RPG;Free To Play
1222870,Action;Indie;RPG;Simulation
1223020,Casual;Indie;Strategy;Early Access
1223210,Action;Indie
1223250,Casual;Indie
1223500,Casual;Indie;Simulation
1223750,Casual;Indie;RPG;Simulation;Early Access
1223810,Casual;Indie;Simulation
1223870,Casual;Indie;RPG;Simulation
1223910,Simulation;Sports
1224020,Adventure;Indie
1224120,Casual;Simulation
1224160,Adventure;Casual;Indie
1224290,Adventure;Indie;RPG;Strategy
1224420,Action;Adventure;Indie
1224450,Casual;Indie
1224600,Action;Adventure;Indie
1224720,Action;Indie
1224900,Indie;Early Access
1225100,Indie
1225110,Casual;Simulation
1225560,Action;Adventure
1225570,Action;Adventure
1225580,Action;Adventure
1225590,Adventure
1225660,Casual;Indie
1225780,Adventure;Casual;Indie;RPG;Simulation
1225810,Action;Adventure;Free To Play;Indie;RPG
1225820,Adventure;Casual;Indie;RPG
1226020,Casual;Indie
1226470,Action;Free To Play;Massively Multiplayer;RPG;Strategy;Early Access
1226510,RPG;Simulation;Strategy
1226530,Adventure;Casual;Indie
1226640,Casual;Indie;Simulation
1226990,Indie;Early Access
1227280,Indie;RPG;Strategy
1227530,Indie;Strategy
1227650,Action;Adventure;Casual;Indie
1227680,Action;Adventure;Indie
1227690,Action;Indie
1227780,Action;Indie;Strategy
1227860,Casual;Indie
1227890,Adventure;RPG
1228520,Action;Adventure;Casual;Indie;Simulation
1228560,Action;Adventure;Indie
1228740,
1228840,Action;Adventure
1229020,Adventure;Indie
1229240,Indie;RPG
1229310,Strategy
1229380,Action;Adventure;Indie;RPG
1229420,Action;Indie;RPG;Strategy
1229460,Indie;Strategy
1223840,
1229490,
1229500,
1229580,
1229570,
1229880,Action;Adventure;Indie
1229900,Casual;Indie;RPG;Strategy
1230140,Adventure;Casual
1230170,Simulation
1230200,Adventure;Indie;RPG
1230340,Action;Adventure;Indie
1230410,Action;Casual;Free To Play;Indie
1230510,Adventure;Casual;Indie
1230530,Action;Adventure;RPG
1230560,Indie;Simulation;Strategy
1230800,Racing
1230980,Action;Adventure;Free To Play;Massively Multiplayer;RPG
12310,Adventure;Casual;RPG
1231460,Adventure;Casual;Indie;Simulation;Strategy
1231590,Adventure;Free To Play;Indie
1231840,Action;Simulation;Sports
1231880,Action;Adventure;Indie
1231940,Indie;RPG;Strategy
1231950,Adventure;Indie
12320,Action;RPG
1232130,Action;Adventure;Indie
1232180,Casual
1232330,Action;Adventure;Indie
1232460,Action
1232570,Adventure;Casual;Indie;Simulation
1232580,Adventure;Indie;RPG;Strategy
1232590,Adventure;Indie;RPG;Strategy;Early Access
12330,Action
1233120,Action;Indie;Racing;Simulation;Sports
1233200,Adventure
1233250,Action;Casual;Indie
1233270,Adventure
1233260,Action;Adventure;RPG
1233410,Action;Casual;Indie;Free To Play
1233530,Adventure;Indie;RPG
1233550,Action;Sports
1233570,Action;Adventure
1233590,Strategy
1233710,Casual
1233800,Racing
1233880,RPG;Strategy
1233900,Adventure;Indie
1233950,Adventure;Casual;Indie;RPG
12340,Adventure
1234120,Action;Indie;RPG
1234190,Action;Adventure
1234240,Action;Indie;RPG
1234380,Action;Adventure;Casual;Indie;Massively Multiplayer;Simulation;Strategy;Early Access
1234400,Adventure;Free To Play;Indie
1234430,Action;Adventure
1234520,Adventure
1234730,Utilities;Video Production;Early Access
1234840,Adventure;Casual;Indie;Strategy
1234940,Casual;Indie;RPG;Strategy
1234980,Action;Adventure;Indie;RPG
1235140,Action;Adventure;RPG
1235360,Action;Indie;RPG;Early Access
1235460,Adventure;Casual;Indie
1236300,Action
12360,Racing
1236400,Casual;Indie;Strategy
1236430,Adventure
1236450,Adventure;Casual;Indie
1236490,Action;Casual;Indie
1236700,Action;Casual;Indie;RPG
1236780,Action;RPG
1236990,Action;Adventure;Casual;Indie;Strategy
1237220,Casual;Indie;Strategy
1237320,Action;Adventure
1237530,Action;Indie;RPG;Simulation
1237540,Sports
1237610,Casual;Simulation;Sports;Strategy
1237730,Action;Adventure;Casual;Indie;Simulation
1237950,Action;Adventure
1237970,Action
1237980,Action;Adventure;Strategy
1238000,Action;RPG
1238020,Action;RPG;Strategy
1238040,Action;Adventure;RPG
1238060,Action
1238080,Action;Adventure;Racing
1238520,Indie
1238680,Indie
1238730,Adventure;Casual
1238810,Action
1238820,Action
1238840,Action;Massively Multiplayer
1238860,Action
1238880,Action
12390,Action
1239020,Adventure;Casual;Indie;RPG;Simulation;Early Access
1239050,Action;Adventure;Indie
1239080,Action;Indie;Simulation;Strategy
1239260,Casual;Indie;Racing
1239300,Action;Adventure;Indie
1239320,Adventure;Casual;Indie;Simulation
1239520,Simulation;Sports;Strategy
1239660,Indie;Racing
1239690,Action;Casual;Indie;Racing;Simulation
1240210,Adventure;Casual;Indie
1240230,Racing;Simulation;Sports
1240240,Action;Indie;RPG;Strategy;Early Access
1240290,Action;Indie;Massively Multiplayer;RPG;Free To Play
1240440,Action;Free To Play
1240480,Adventure;Indie;RPG
1240590,Action;Adventure;Indie;RPG
1240630,Indie;Strategy
1241040,Action;Adventure;Indie;RPG;Simulation
1241100,Action;Indie;Massively Multiplayer;Free To Play;Early Access
1241510,Adventure;Casual;Indie;RPG;Simulation
1241700,Adventure;Casual;Free To Play;Indie
1241950,Free To Play;Strategy
1242670,Action;Casual;Racing
1237370,
1242700,Action;Adventure;Casual;Indie;Massively Multiplayer;Racing;RPG;Simulation;Sports;Strategy
1242820,Casual;Indie
1242980,Casual;Indie
12430,Casual
1243040,Indie
1243140,Action;Adventure;Indie;RPG
1243220,Adventure;Indie;Simulation;Strategy
1243240,Action;Casual;Indie;Simulation;Strategy
1243690,Action
1243700,Action;Adventure;Casual;Indie;RPG;Simulation
1243960,Casual;Indie;Strategy
1243830,Casual;Indie;Simulation;Strategy
1244040,Animation & Modeling;Design & Illustration
1244090,Adventure;Indie;RPG
1244460,Simulation;Strategy
1244630,Adventure;Casual;Indie;Simulation
1244800,Strategy
1244950,Action;Adventure
1245280,Action;Adventure;Indie;RPG
1245380,Adventure;Casual;Simulation;Sports
1245430,Action;Adventure;Indie
1245540,Action;Adventure;Casual;Indie;RPG
1245560,Indie;RPG;Simulation
1245610,Casual;Free To Play;Massively Multiplayer
1245620,Action;RPG
1245780,Indie;Simulation;Early Access
1245980,Action;Adventure;Indie;RPG
1246020,Casual;Indie;RPG;Free To Play
1246250,Adventure;Casual;Indie
1246460,Action;Adventure;Indie;RPG
1246780,Casual;Indie
1246870,Adventure;RPG;Simulation
12470,Strategy
1247020,Indie
1247100,
1247170,Indie
1247190,Adventure;Casual
1247290,Animation & Modeling;Design & Illustration;Education;Software Training;Utilities;Game Development
1247360,Adventure;Casual;Indie;Racing;Simulation;Sports
1247460,Action;Adventure;Casual;Indie;RPG
1247570,Action;Adventure;Indie
1247830,Casual;Indie;Racing;Simulation
1247860,Adventure;Indie
1247950,Action;Adventure;Indie;RPG
1248120,Action;Adventure;Casual;Indie;RPG;Early Access
1248130,Simulation
1248360,Utilities
1248820,Adventure;Free To Play;Indie;RPG
1248840,Adventure;Indie
1248870,Adventure
1249010,Adventure;Casual;Indie;Strategy
1249060,Adventure;Indie;Simulation
1249080,Casual;Indie;Strategy
1249110,Adventure;Casual;Indie
1249130,Adventure;Casual;Indie;RPG
1249260,Adventure;Indie
1249430,Adventure;Indie
1249480,Action;Indie;Early Access
1249800,Action;Adventure;RPG
1249880,Adventure;Indie
1250,Action
12500,Casual
1250070,Design & Illustration;Utilities
1250180,Casual
1250220,Action;Adventure;Indie;Simulation
1250250,Action
1250410,Simulation
1250440,Action;Adventure;Indie
1250520,Casual;Indie;Simulation
1250650,Simulation
1250760,Adventure;Casual;Indie;RPG
1250770,Casual;Indie
1250790,Casual;Indie;Simulation;Strategy;Free To Play
1250870,Adventure;Indie;Free To Play
12510,Strategy
1251210,Adventure;Casual;Indie;RPG;Strategy
1246880,
1251290,Action;Adventure;Indie;RPG
1251300,Action;Adventure;Indie
1251530,Animation & Modeling;Utilities;Game Development
1251460,Action;Adventure;Indie;Racing;Sports
1251910,Adventure;Indie
1251680,Adventure;Casual;Indie;RPG
1251980,Adventure;Indie
1251930,
12520,
1252000,
1252170,
1252320,Indie
1252400,Action;Adventure;Casual;Indie;RPG;Simulation
1252560,Action;Casual;Indie
1252580,Action;Indie;Free To Play
1252330,Action
1252600,RPG;Free To Play
1252650,Casual;Indie;Simulation;Sports;Early Access
1252710,RPG;Strategy
1252780,Action;Strategy;Free To Play
1252850,Action;Adventure;Casual;Indie;Racing
1253190,Action
1253390,Adventure;Casual
1253460,Casual
1253580,Casual;Indie;RPG
1253710,Indie;Simulation;Strategy
1253870,Action;Adventure
1253880,Indie;RPG;Simulation;Free To Play
1253920,Action;Adventure;Indie;RPG
1254120,Action;Massively Multiplayer;RPG;Free To Play
1254320,Indie;Simulation;Strategy
1254370,Adventure;Indie
1254480,Adventure
1254500,Casual;Indie
1254620,Action
1254670,Adventure;Casual;Indie
1254870,Indie;Strategy
1254900,Adventure;Casual;Indie;RPG
1255560,Adventure;Casual;Indie
1255630,Simulation;Sports
1255650,Action;Casual;Indie
1255660,Action;Adventure;Casual;Free To Play;Indie
1255740,Action;Indie
1255830,Casual;Indie;RPG;Simulation;Free To Play
1255840,Casual;Indie;RPG;Simulation;Strategy
1255980,Action;Free To Play
1255990,Casual;Indie;Simulation
1256060,Action;Adventure;Indie
1256190,Casual
1256220,Action;Casual;Indie
1256230,Adventure;Indie
1256380,Action;Adventure;Indie
1256530,Action;Indie
1256610,Adventure;Casual;Indie;RPG;Simulation
1256670,Indie;RPG;Strategy
1256690,
1256830,Indie;Simulation;Strategy
1257170,Indie;RPG
1257200,Indie;RPG
1257280,Casual;Indie;Simulation
1257290,RPG
1257360,Action
1257410,Adventure;Indie
1257600,Action;Casual;Indie
1257880,Action;Adventure
1257930,Action
1257940,Action;Adventure;RPG
1258040,Action;Adventure;Free To Play;Indie
1258060,Indie
1258080,Adventure;Casual;RPG;Simulation;Free To Play
1258140,Action;Indie;Strategy
1258310,Adventure;Casual;Indie
1254360,
1258340,Adventure;Indie
1258480,Adventure;Casual;Indie
1258590,Indie
1258710,Action;Adventure;Indie;Simulation
1258780,Casual;RPG;Strategy;Free To Play
1259240,Adventure;Casual;Free To Play;Indie
1259380,Simulation;Strategy
1259420,Action;Adventure
1259430,Casual;Indie;Free To Play
1259440,Indie;Massively Multiplayer;RPG;Free To Play
1259510,Action;Adventure;Indie
1259560,Casual;Indie;Simulation
1259740,Indie;RPG;Strategy
1259790,Action;Casual
1259800,Racing;Simulation;Sports
1259840,Adventure;Indie
1259980,Racing;Simulation;Sports
1259990,Adventure;Casual;Indie
1260020,Action
1260130,Casual;Indie;Strategy
1260220,Casual;Indie;RPG;Simulation
1260320,Action;Casual;Indie
1260390,Casual;Indie
1260520,Casual;Indie;Strategy
1260590,Indie;Strategy
1260810,Action;Adventure;Indie;RPG
1260820,Adventure;Indie;RPG
1260960,Free To Play;Indie;Simulation
1261040,Action;Adventure;Casual;Indie;Simulation;Strategy
1261090,Casual;Indie;Strategy
1261180,Action;Free To Play;Massively Multiplayer;RPG;Early Access
1261220,Adventure;Casual;Indie
1261520,Action;Adventure
1261570,Casual
1261880,Adventure
1261960,Action
1262040,Action;Adventure;Indie
1258320,
1262060,Action;Adventure;Simulation;Sports
1262100,Casual;Indie
1262140,Action;Indie
1262240,Action;Casual;Strategy
1262350,Action;Adventure;Indie
1262460,Action;Adventure;Indie;Early Access
1262540,Action;Adventure;Racing;Simulation
1262560,Action;Adventure;Racing
1262580,Action;Adventure;Racing;Sports;Strategy
1262600,Action;Adventure;Racing
1262890,Action;Casual;Indie;Free To Play
1262910,Adventure;Casual;Indie;Simulation
1263070,Action;Adventure;Indie;RPG
1263160,Action
1263230,Adventure;Casual;Indie
1263370,Action;Adventure;Casual;Indie;RPG;Strategy
1263550,Action;Adventure;Free To Play
1263850,Simulation;Sports
12640,RPG
1263990,Adventure;Indie
1264160,Casual;Simulation
1264280,Strategy
1264250,Simulation
1264510,Action;Indie
1264520,Adventure;Indie;Early Access
1264670,Action;Adventure;Indie;RPG
1264710,Casual;Simulation
1264970,Indie;Strategy;Early Access
1264740,Adventure;Free To Play;Indie
1265030,Action;Adventure;Indie;Racing
1265570,Adventure
1265650,Action;Adventure;Indie
1265780,Action;Adventure;RPG
1265800,Action;Adventure
1265820,Action;Strategy
1265850,Indie;Massively Multiplayer;RPG
1265860,Racing;Sports
1265920,Action;Adventure
1265930,Action;Adventure
1266030,Adventure;Indie;RPG;Simulation;Strategy
1266140,Action;Adventure;Indie;RPG
1266220,Action;Adventure;RPG
1266340,Action;Adventure;Indie;Massively Multiplayer;RPG;Early Access
1266370,Casual;Indie
1266430,Indie;RPG;Strategy
1266560,Action;Massively Multiplayer;RPG;Free To Play
1266630,Casual;Indie;RPG;Simulation;Early Access
1266600,Action;Adventure;Casual;RPG;Strategy;Early Access
1266690,Action;Casual;Indie
1266700,Action;Adventure
1266800,Adventure;Casual;Indie;RPG;Simulation;Strategy
1266820,Indie;RPG;Strategy
1266840,Action;Adventure;Indie
1267470,Indie;Strategy
1267540,Racing;Simulation;Sports
1267910,Adventure;Casual;Indie;RPG
1267950,Indie
1268040,Design & Illustration;Utilities
1268140,Indie;Simulation;Strategy
1268110,Adventure;Casual;Indie;RPG
1268750,Action;Indie
1268810,Adventure;RPG;Strategy
1268870,Action;Casual;Indie;RPG;Simulation
1268860,Action;Casual;Indie
12690,Simulation;Sports
1268960,Action;Casual;Indie
1269260,Strategy
1269050,Adventure;Indie
1269300,Action;Casual;Indie;Strategy
1269370,Action;Adventure;Indie;Early Access
1269640,Adventure;Casual;Indie
1269810,Indie;RPG
1269820,Indie;RPG
1270010,Action;Adventure;Indie;Simulation
1269950,Adventure;Casual;Indie;RPG;Simulation
1270100,Strategy
1270370,Action;Adventure;Indie
1270620,Indie;Simulation
1270870,Casual;Indie
1270820,Action;Indie
1270910,Casual;Free To Play;Indie;Simulation
1270930,Action;Adventure;Casual;Indie
12710,RPG
1271080,Casual;Indie;RPG;Simulation
1271110,Action;Casual;Indie;Simulation;Strategy
1271100,Action;Adventure
1271190,Casual;RPG;Simulation
1271280,Indie;RPG;Strategy
1271300,Casual;Indie;Strategy
1271400,Adventure;Indie
1271580,Adventure;Free To Play;Indie
1271630,Action
1271700,Racing
1271710,Action;Adventure;Casual;Indie
1271740,Action;Indie;RPG
1271850,Casual;Indie;Simulation;Strategy
1271750,RPG;Simulation
1272010,Action;Adventure;Indie;Simulation
1271870,Action;Adventure;Indie;Early Access
1272070,
1272080,
1272160,
1272120,
1272320,Indie;Simulation;Strategy
1272680,Action
1272690,Action;Adventure;Casual;Indie;Racing;Simulation;Sports
1272840,Adventure;Indie
1273220,Indie;Simulation;Strategy
1272860,Adventure;Casual;Indie
1273260,Adventure;RPG
1273400,Casual;Simulation
1273440,Massively Multiplayer;Racing;Simulation;Sports
1273450,Indie;Simulation;Strategy
1273570,Adventure;Casual;Indie;Free To Play
1273580,Adventure;Casual;Free To Play;Indie;RPG
1273590,Action;Casual;Indie
1273690,Adventure;Indie
1273710,Action;Casual;Massively Multiplayer;Free To Play
1273750,Adventure;Casual;Indie
1273930,Casual
1273940,Action;Indie;Strategy
1274140,Free To Play;Indie
1274200,Casual;Indie;RPG;Simulation;Free To Play
1274290,Adventure;Casual;Indie;Simulation;Free To Play
1274300,Action;Indie;Simulation
1274360,Adventure;Free To Play;Indie;RPG
1274490,Indie;Simulation
1274570,Indie
1274910,Casual;Indie;Strategy
1275330,Adventure;Casual;Strategy
1275350,Action;Casual;Strategy
1275630,Action;Casual;Indie;Simulation;Free To Play
1275640,Casual;Indie;Free To Play
1275670,Action;Adventure;Indie;RPG;Simulation;Free To Play
1275770,Adventure;Indie
1275890,Action;Indie;Strategy;Early Access
1276070,Simulation
1276100,Adventure;Casual;Free To Play;Indie
1276330,Casual;Indie;Strategy
1276370,Adventure;Indie
1276390,Action;Casual;Indie;Strategy;Free To Play
1276530,Adventure;Casual;Indie
1276550,Adventure;Casual;Free To Play;Indie
1276610,Adventure;Indie;Simulation
1276660,Adventure;Indie;RPG
1276760,Action;Adventure;Casual
1276790,Indie;RPG
1276800,Action;Adventure
12770,RPG
1277210,Indie;RPG;Simulation
1277400,Adventure;RPG
1277510,Adventure;Strategy
1277920,Adventure;Indie;Massively Multiplayer;RPG
1277930,Adventure;Casual
1277940,Casual;Simulation
1278060,Adventure;Casual;Racing;Simulation;Sports;Free To Play
1278210,Action;Indie;Strategy
1278390,Adventure;Indie;RPG
1278480,Utilities
1278750,Adventure;Indie
1278960,Action;Indie
1279240,Action;Adventure;Indie;Simulation
1279260,Indie;RPG
1279270,Indie;RPG
1279590,Strategy
1279610,Free To Play;Animation & Modeling;Utilities;Video Production
1279630,Indie
1279700,Adventure;Indie
1279910,Action
1279920,Action;Adventure;Casual
1280,Action;Simulation
1280010,Casual
12750,
1280260,Action;Adventure;RPG
1280370,Indie;RPG
1280770,Action;Indie;Free To Play
1280780,Simulation;Strategy
1280910,Action;Adventure;Indie;RPG
1280930,Action;Adventure;Indie
12810,RPG
1281080,Casual;Indie;Simulation;Strategy
1281100,Action;Adventure;Indie
1281160,Action;Adventure;RPG
1281200,Adventure;Indie
1281590,Adventure
1281630,Simulation;Strategy
1281790,Action;Adventure;Casual;Indie
1281800,Adventure;Free To Play;Indie
1281930,Action;Adventure;Indie;RPG;Free To Play
1282090,Action;Adventure;Casual;Indie;Simulation
1282080,Indie;Simulation;Strategy
1282100,Action;Adventure;RPG
1282150,Action
1282210,Action;Adventure
1282240,Casual;Indie
1282410,Action;RPG;Strategy
1282590,Simulation
1282690,Action;Adventure;Strategy
1282730,Indie;RPG;Strategy
12830,Action
1283130,Free To Play;Indie;Early Access
1283190,Adventure;Casual;Strategy
1283220,Action;Adventure;Free To Play;Indie
1283370,Adventure;Indie
1283400,Action;Adventure;RPG
1283410,Action;Adventure;Indie
1283500,Adventure;Casual;Indie;Simulation;Strategy
1283630,Action;Casual;Free To Play;Indie
1283930,Action;Free To Play
1283770,Action;Adventure;Indie
1283970,Animation & Modeling;Design & Illustration;Education;Software Training;Utilities
1283960,Casual;Indie;Massively Multiplayer;RPG;Simulation;Strategy
1284150,Action;Adventure;Casual;Indie
1284190,Adventure
1284410,RPG;Strategy;Free To Play
1284210,Adventure;Massively Multiplayer;RPG;Free To Play
1284540,Action;Adventure;Casual;Indie;RPG
1284790,Casual;Indie
1284800,Casual;Indie
1284820,Casual;Indie;Simulation
1284870,Adventure;Indie
1285000,Action;Adventure;Casual;Indie;Simulation;Sports;Strategy
1285060,Indie;RPG;Simulation;Strategy;Early Access
1285080,Adventure;Indie
1285160,Adventure;Casual;Indie
1285230,Indie;Racing;Simulation;Sports
1285510,Adventure;Indie
1285560,Indie
1285630,Action;Indie
1285870,Casual;Indie
1285670,Action;Indie
1286010,Adventure;Strategy
1286280,Action;Adventure;Indie
1286340,Casual;Indie
1286320,Action
1286350,Action;Adventure;Indie
1286480,Strategy;Free To Play
1286580,Action;Indie
1286600,Casual;Indie
1286680,Action;Adventure;RPG
1286710,RPG
1286730,Free To Play;Indie;Strategy
1286830,Massively Multiplayer;RPG;Free To Play
1286880,Action;Adventure;Casual;Indie;Simulation;Strategy
1287000,Indie;Strategy
1287030,Action
1287040,Action;Adventure;Indie;Free To Play
1287250,Action;Adventure;Casual
1287500,Casual;Indie
1287530,Indie;Simulation;Strategy
1287590,Casual;Racing;Simulation;Sports;Strategy
1287830,Action;Adventure;Casual;Indie;RPG;Simulation
1287840,RPG;Strategy
1288310,Indie
1288320,Adventure;Simulation;Sports
1288370,Action;Adventure;Indie;RPG
1288600,Casual;Indie;Simulation
1288760,Adventure;Indie
1288900,Adventure;Indie
1288920,Indie
1289310,Adventure;Free To Play;Indie
1289340,Casual;Indie;Simulation;Strategy
