appid,genres
2106840,Adventure;RPG;Simulation
2107670,Action;Early Access
210770,Action;Indie;Strategy
2107860,Adventure;Indie;RPG;Strategy
2108290,Adventure;Indie;RPG;Simulation;Strategy
2108330,Racing;Sports
2108420,Action;Adventure;Casual;Indie;Simulation;Sports
2108600,Adventure;Casual;Indie;Simulation
2108760,Action;Adventure;Casual;Indie;Massively Multiplayer;Simulation;Sports;Strategy
21090,Action
2109370,Strategy
2109430,Adventure;Casual;Indie
2109460,Casual;Indie;RPG;Simulation
210950,Action;Adventure
2109640,Adventure;Casual
210970,Adventure;Indie
21100,Action
211010,Action;Indie;RPG
2110110,Casual;Indie;Free To Play
2101080,
211070,Action;Casual;Strategy
2110820,Action;Adventure;Indie
2111040,Action;Adventure;Indie
2111060,Adventure;Casual;Indie;Free To Play
2111170,Casual;RPG;Simulation
211160,Action;Adventure
2111630,Simulation
211050,
211200,
211202,
211205,
211206,Action
211207,
211208,
211209,
2112200,Action;Indie;RPG
211260,Action;Indie
21130,Action;Adventure
2113050,Adventure;Indie;Strategy
2111860,
2113120,Action;Indie;Strategy
211340,Adventure;Indie;RPG
2113430,Action;Indie;RPG
2113530,Adventure;Indie;RPG
2113540,Adventure;Indie;RPG
211360,Adventure;Indie
2113900,Indie;Racing;Simulation;Sports;Early Access
2113920,RPG
211400,Action;Adventure;Indie
2114020,Adventure;Casual;Indie;RPG;Simulation;Strategy
2114170,Action
2114350,Adventure;RPG
2114370,Casual;Indie;Simulation
2114740,Action;Adventure;Indie
2114810,Casual;Racing;Strategy
211500,Racing;Simulation;Sports;Free To Play
2115610,Casual;Indie
211580,Action;Adventure;Indie;RPG
2115850,Adventure;Indie;Simulation;Early Access
211600,Action;Simulation
2116260,Action
2116890,
2116930,Adventure
2115700,
211740,Action;Simulation
211780,Action
211800,Casual;Indie
2118130,Action;Adventure;Indie
211820,Action;Adventure;Casual;Indie;RPG
2118370,Action;Indie
2118850,Casual;Indie;RPG;Simulation
2117080,
211900,Indie;Strategy
2119110,Action;Adventure;Casual
2119210,Adventure;Casual;Indie;Simulation
2119270,Indie;RPG;Strategy
2119490,Action;Massively Multiplayer;RPG;Strategy;Free To Play
2119590,Casual;Indie;Simulation;Strategy
2119650,Casual;Indie;Simulation;Strategy
2119660,Casual;Indie;Simulation;Strategy
2119680,Casual;Indie;Simulation;Strategy
211970,Racing
2119740,Adventure;Indie;Free To Play
212010,Action;Indie;Simulation;Strategy
2120320,Adventure;Casual;Indie;RPG
212030,Action;Indie
212050,Adventure;Indie
212070,Action;Adventure;Massively Multiplayer;RPG;Simulation;Free To Play
2120900,Adventure;Casual;Indie
2121210,Adventure
2121360,Free To Play;RPG
212160,Action;Adventure;Massively Multiplayer;RPG;Free To Play
2121910,Casual;Indie;Simulation;Strategy;Early Access
2121980,Adventure;Indie
212200,Action;Adventure;Casual;Massively Multiplayer;RPG;Simulation;Free To Play
2122070,Casual;Indie;Strategy
2123140,Adventure;Indie;RPG
212390,Action;Massively Multiplayer;RPG;Free To Play
212410,Action
2124380,Indie;RPG
2124420,Action;RPG
2124650,Adventure;Casual;Indie;Simulation;Strategy
2124780,Indie
212480,Racing;Sports
212500,Action;Adventure;Massively Multiplayer;RPG;Free To Play
2125770,Action
212180,
212630,Action
2126680,Adventure;Casual;Indie
212680,Indie;Simulation;Strategy
2126870,Adventure
2126990,Action;Adventure;Simulation
2127010,Casual;Indie;RPG;Simulation
2127430,RPG
212780,Indie;Simulation;Sports
212800,Action;Indie;Free To Play
212910,
2129280,Adventure;RPG;Simulation
2129470,Adventure;RPG;Strategy
2129670,Action;Casual;Simulation
2129970,Casual;Free To Play;Simulation
212580,
213030,Indie;RPG
2130460,Adventure
2130540,Adventure;Casual;RPG;Simulation
2130680,Indie;RPG
2131630,Action
2131640,Action
2131650,Action
2131680,Action
2132430,Indie;Simulation;Strategy
2132520,Adventure;RPG
213330,Action;Adventure
2135500,Casual
2135690,Adventure;Free To Play;Indie;RPG
2135980,Utilities
213610,Action
213650,Casual;Free To Play;Indie;Strategy
2136690,Indie;RPG;Simulation
213670,Action;Adventure;RPG
2137700,Indie
2137760,Action
2138090,Casual;RPG
2138150,Adventure
2137630,
2138450,Action;Adventure;RPG
2138510,Action;Indie;RPG
2138580,Casual;Indie;Simulation
2138610,Action;Adventure;RPG
2138350,
2138700,Adventure;Free To Play;Indie
2138710,Action;Indie
2140100,Action;Adventure;Indie
2140330,Simulation;Sports;Strategy
2140510,Action;Casual;RPG;Strategy;Free To Play
2140650,Adventure;RPG;Simulation
2140850,Adventure;Casual;Indie;RPG;Strategy
2141690,Casual;Indie;Simulation
214170,RPG
2141730,Action;Adventure;Casual;Indie;Early Access
2141910,Strategy;Free To Play
214250,Action;Adventure
214310,Action;Adventure;Indie
2143170,Action;Adventure;Free To Play
2143340,Adventure;Free To Play;Indie
214340,Adventure;Indie
2143540,Adventure;Casual;RPG;Strategy
214360,Action;Indie;Strategy
2143810,Casual;Indie
214420,Action;Free To Play;Indie
214490,Action
214510,Action;Adventure
214550,Casual;Indie;Simulation;Strategy
2139560,
214560,
214590,
2146070,
2146720,Action;Adventure;Casual;Indie
214630,Action
2146790,Action;Free To Play
214730,Action;Adventure;RPG;Simulation;Strategy
214770,Action;Adventure;Indie
214790,Adventure;Indie;Strategy
214830,Action;Casual;RPG
2147450,
214870,Action
2148850,Casual;Indie
2148930,Indie;Simulation;Free To Play
2149070,Action;Indie;RPG
214850,
214931,Action
214932,Action
214950,Strategy
214970,Action;Indie
2149900,Indie;RPG
215080,Action;Adventure;Casual;Indie;Massively Multiplayer;RPG;Strategy;Free To Play
2150870,Action;Adventure;Casual;Indie;RPG;Simulation;Strategy
215100,Massively Multiplayer;RPG;Free To Play
2151290,Simulation;Sports;Strategy
215160,Adventure
2152460,Action;Adventure;Casual;Indie;Simulation;Free To Play
215280,Action;Adventure;Massively Multiplayer;RPG;Free To Play
2153310,RPG;Free To Play
2153330,Adventure
2153640,Action;Adventure;Massively Multiplayer;RPG;Strategy;Free To Play
2153770,Casual;Indie
2153780,Action;Adventure;Indie;RPG
2154230,Casual;Simulation;Early Access
215450,Action;Casual;Indie
2154650,Action;Casual;Indie
215470,Action;Indie
2150830,
215510,Adventure;Indie
215530,Action;Adventure;Indie;RPG
2154770,
215550,Action;Adventure;Indie;RPG
2155600,Action;Adventure;Casual;Indie
215630,Action;Adventure;RPG
2156300,Casual;Simulation;Early Access
2156620,Adventure
215690,Action;Indie
215710,Action;Strategy;Casual
2157110,Action;Casual;Indie;Simulation;Free To Play
2157340,Casual;Indie;Simulation
2157680,Adventure;Indie
215790,Casual;Simulation
215830,Action;Massively Multiplayer;RPG;Free To Play
2158500,Casual;Indie;RPG;Free To Play
2158650,Adventure;Indie
2158730,Indie;Simulation
2158860,Casual;Simulation;Free To Play
215930,RPG;Strategy
2159590,Action;Adventure;Free To Play;Indie;RPG
21600,Casual;Strategy
2160000,Adventure;Indie;Free To Play
2160420,Action;Adventure;Casual;Indie;Massively Multiplayer;RPG;Simulation;Early Access
2160480,Action;Adventure;Indie
2161050,Action;Adventure;Casual;Indie
216130,Indie;Strategy
2161440,Adventure;RPG;Simulation;Strategy
216150,Action;Adventure;Casual;Massively Multiplayer;RPG;Free To Play
2162020,Action;Adventure;Casual;Indie
216210,Adventure
2155310,
2162520,Adventure;Casual;Indie;Simulation
2162780,Indie
2162810,Adventure;RPG
2162950,Adventure;Indie
2163000,Indie;RPG;Free To Play
2163060,Indie
2163210,Adventure
2163330,Action;Casual;Indie;RPG;Early Access
2163590,Casual;Indie
21640,Casual;Strategy
2164310,Action;Adventure;Casual;Indie;Simulation
2165380,Indie;RPG
2165610,Casual;RPG
2165690,Sports
21660,Action
2166020,Indie;Strategy;Early Access
2166050,Action;Adventure;Casual;Indie;Strategy
2166060,Indie
2166140,Indie;RPG
21670,Action;Adventure
2167220,Indie
2167430,Adventure
2167580,Action;Adventure;Massively Multiplayer;RPG;Strategy;Free To Play
21680,Action
2168240,Action;Casual
2168610,Adventure;Indie;Free To Play
2168810,RPG;Simulation;Strategy
216890,Sports;Strategy
21690,Action;Adventure
216910,Action;RPG
2169830,Adventure;RPG;Strategy
2170050,Action;Free To Play
2170420,Action;Early Access
216250,
217100,Action;Adventure;Indie
217120,Action;Early Access
2171290,Animation & Modeling;Audio Production;Design & Illustration;Education;Software Training;Utilities;Video Production
217140,Action
2171420,Adventure
2171440,Indie;RPG
2171690,Casual;Free To Play
2171840,Casual
217200,Strategy
2172260,Action;Adventure;Simulation
2172510,Casual
217270,Action;Indie;Strategy
2172760,Adventure;Casual;Free To Play;Massively Multiplayer;RPG
2172900,Adventure
2173270,Casual;Indie;RPG
2173600,Indie;Simulation;Free To Play
2173800,Casual;Indie;Simulation
2173900,Adventure;Indie
2175210,Action;Adventure;Free To Play
2175390,Indie
2175650,Adventure;Casual;Indie
2175700,Action;Indie;Simulation;Early Access
21760,Strategy
2176130,Casual;Indie;Simulation;Strategy
2176560,Adventure;Casual;Indie;Free To Play;Early Access
2176760,Casual
2176790,Action;Adventure
217690,Adventure;Indie
2176930,Action;RPG
2176940,Casual;Free To Play;Indie;Simulation
217750,Action;Adventure;Free To Play;Massively Multiplayer;RPG
2177750,Action;Adventure
2177760,Action;Adventure
217790,Simulation
21780,Racing
2178330,Action;Casual;RPG
217060,
2178490,Indie;Early Access
2178570,Action;Adventure
217920,Action
2179300,Adventure;Casual;RPG;Strategy
2179380,Casual;Indie;Simulation
2179520,Adventure
2179630,Adventure;Casual;Simulation
2178420,
21800,Strategy
218020,Strategy;RPG;Indie
2180300,Action;Adventure;Indie;RPG
2180350,Casual;Indie;Strategy
2180430,Adventure;Indie
2180550,Adventure;RPG
218060,Action;Casual;Indie
218090,Indie;Strategy
217980,
2181930,Action;Adventure;Indie;RPG;Simulation
218230,Action;Massively Multiplayer;Free To Play
2182820,Action;Adventure;Indie;Simulation
2182850,Action;Adventure;Casual;Indie;RPG;Simulation;Strategy
2183230,Casual;Indie
2183240,Action;Indie
2183600,Action;RPG;Strategy;Free To Play;Early Access
2183650,Action;RPG
218410,Indie;RPG;Strategy
2184130,Adventure;Indie;RPG
2184150,Action;Indie;RPG;Simulation;Early Access
218130,
2185770,Adventure;Casual
2185780,Action;Adventure;Indie
2185840,Casual
2185870,Casual
218620,Action;RPG
2186320,Casual;Indie;Simulation;Early Access
218640,Violent;Gore;Action;Adventure;Indie
2186570,Adventure;Indie;Free To Play
218680,Adventure;Casual;Strategy
218700,Adventure;Casual
2187230,Action;Adventure;Indie;Racing
218470,
2187290,Action;Adventure;Indie;Strategy
218740,Adventure;Indie
218760,Audio Production;Utilities;Video Production
2187660,Casual;RPG;Simulation;Sports;Strategy;Free To Play
218820,Action;Adventure;Indie;RPG
2190200,Casual;Simulation;Free To Play
2190290,Adventure;RPG
2190210,Casual;Free To Play
2190590,Action;Adventure
2190900,Action;Adventure;Indie
2191490,Casual;Indie;Simulation;Strategy
2191480,Casual;Indie;Simulation;Strategy
219150,Action;Indie
2191670,Casual;Simulation;Early Access
2193050,Action;Adventure;Indie
2192670,RPG
2193650,Action;Adventure
2193940,Adventure;Casual;Indie
2194700,
2194530,
2194800,Simulation;Sports
2194810,Action;Adventure;Indie
2195250,Simulation;Sports
219640,Action;Indie
2196420,Adventure;Casual;Simulation
2196790,Action;Adventure;Casual;Indie;RPG;Strategy
219680,Adventure;Casual;Indie
219700,Strategy;Free To Play
219740,Adventure;Indie;Simulation
2197490,Casual;Free To Play;Indie;RPG
219760,RPG
219780,RPG
2197910,Action;Adventure;Indie;RPG;Simulation;Free To Play
21980,Action
21970,
2198070,Casual;Indie;Simulation;Strategy
219830,Action;Indie;Free To Play
2198680,Indie
2198800,Simulation
219890,Adventure;Indie
219910,Adventure;Indie
219950,Adventure
219800,
219990,Action;Adventure;Indie;RPG
2199920,Action;Adventure;RPG
2199970,Animation & Modeling;Design & Illustration;Game Development
220,Action
2200,Action
22000,Indie
2200190,Adventure;Indie
2200470,Adventure;Casual;Free To Play;Indie
2200580,Action
2200700,Action;Adventure;Casual;Indie;RPG;Simulation
2200780,Casual;Indie;Simulation
220090,Adventure;Indie
2201230,Adventure;Indie;RPG
220160,Action;Racing
2201940,Action;Adventure;Casual;Indie;Simulation
220200,Indie;Simulation
220240,Action;Adventure
220050,
220260,Casual;Simulation
2203170,Casual;Indie;Strategy
2203590,Indie
2202430,
2203720,Indie;RPG;Simulation
2203730,Adventure;Casual;Indie
2203690,
220440,Action;Adventure
220460,Action;Adventure;Casual;Indie
2204850,Action;Casual;Simulation;Early Access
2204970,Action;Adventure;Casual;Indie;RPG;Simulation;Strategy
2205190,Action
2205290,RPG
2205460,Action;Adventure;Indie
2205500,Action;Casual;Indie;RPG;Simulation;Strategy
2204230,
2205850,Adventure;Casual;Indie;RPG;Strategy;Early Access
2206150,
2206210,Action;Adventure
2206320,Adventure;Indie
2206340,Adventure;Casual;Sports
220660,Indie;Strategy
220740,Adventure;Indie
220700,Adventure;RPG;Design & Illustration;Education;Web Publishing;Game Development
2207480,Adventure;Indie;RPG;Strategy
2207540,Adventure;Indie;RPG
220780,Indie
2207970,Adventure;Casual;Indie
220820,Action;Indie;Racing
220860,Action;Adventure;Indie
2208920,Action;Adventure;RPG
2209150,Adventure;RPG;Simulation
2209680,Action;Casual;Indie;Simulation
220980,Animation & Modeling;Education;Software Training;Utilities
2210,Action
22100,Indie;RPG
221040,Action;Adventure
221020,Indie;RPG;Simulation;Strategy
221100,Action;Adventure;Massively Multiplayer
2211090,Adventure;Indie
2211730,Action
2211280,Free To Play;Sports
221180,Indie;Strategy
22120,Action;Adventure;Indie
2212330,Action;Indie;Simulation;Strategy
221260,Adventure;Casual;Indie
22130,Strategy
2213300,Adventure;Casual;RPG;Strategy
221380,Strategy
22140,Adventure;Indie
2214500,Action;Free To Play;Indie
2215260,Action;Adventure
221540,Indie;Strategy
221560,Adventure;Casual;Indie;Massively Multiplayer;RPG;Simulation;Early Access
2215650,Indie;RPG
2216110,Action;Adventure;Casual;Indie;Simulation
2216130,Adventure;Casual;Indie;RPG;Simulation;Strategy
2216360,Casual;Indie
221640,Action;Indie
2216600,Action;Adventure;Indie;RPG;Simulation;Early Access
2216830,Casual;Indie;Strategy
2217810,Action;Adventure
22180,Action;Adventure;Indie
221810,Adventure
2218210,Adventure;Casual;RPG
221830,Adventure;Indie
2218400,Action;Adventure;Casual;Indie
2218460,Action;Adventure;Casual;Indie
2218750,Action;Indie;RPG
2218980,Action;Casual;Indie;Simulation
221910,Adventure;Indie
2219470,Adventure;Casual;Free To Play;Indie;Simulation
2219820,Indie;RPG
2219970,Action;Adventure;Casual
22200,Action;Indie
2220170,Casual;Free To Play;Indie
2221490,Action;Adventure;RPG
222160,Adventure;Indie
2221920,Action;Adventure;RPG
2221940,Adventure;Casual;Indie;Simulation;Free To Play
2222200,Adventure;Indie;RPG
2222540,Action;Adventure;Indie
22230,Action;Indie;Racing;Strategy
2223020,Simulation
222420,Action
222440,Action
2224400,Indie
222480,Action;Adventure
2224850,Action;Adventure;Indie;Free To Play
2224920,Action;Adventure;Free To Play
2225070,Racing
222520,Free To Play;Indie;Massively Multiplayer;RPG
2225530,Casual;Indie
2226700,Adventure;Casual;Indie;RPG
2221710,
222730,Indie;Simulation;Strategy
2227450,Indie;RPG;Simulation
222750,Indie;Simulation;Strategy
2228030,Action;Casual;Indie
2228390,RPG;Strategy
222880,Action;Indie;Strategy
222900,Action;Free To Play;Early Access
222710,
2229260,Action;Adventure;Massively Multiplayer;RPG;Free To Play
222940,Action
2229570,Indie;Racing
2229680,Casual;RPG;Simulation
222980,Action;Indie;RPG
2229990,Action;Adventure;Indie;Simulation
22300,RPG
223000,Casual;Strategy
2230110,Action;RPG;Simulation
2230280,Strategy
2229080,
22310,Action
223100,Action;Adventure
2231010,Adventure;Casual;Indie
2231380,Action;Adventure
2231450,Action;Indie
2231560,Adventure;Indie;RPG
2231740,Indie;Simulation
2231770,Action;Adventure
22320,RPG
223220,Action;Indie
2232200,Casual;Indie
223280,Casual;Indie
2232840,Action;Adventure;Casual;Indie;Free To Play
22330,RPG
223330,RPG
2233600,Casual;Simulation;Strategy
2233790,Adventure;Indie;RPG;Strategy
2230300,
22340,
2234060,Action;Adventure
223410,Indie;Massively Multiplayer;RPG
2234150,Action;Adventure;Indie
223430,Action;Adventure;Indie;RPG;Simulation
223450,Action;Indie;Racing
2234500,Design & Illustration
223470,Action;Adventure;Indie
223490,Casual;Indie;RPG;Simulation;Strategy;Early Access
22350,Action;Free To Play
223510,Action;Adventure;Indie
2235240,Indie
2235760,Action;Adventure;Casual;Indie;RPG;Simulation;Strategy
2235780,Action;Adventure;Casual;Indie;RPG;Simulation;Strategy
223630,Action;Free To Play;Indie;RPG;Strategy
2236300,Action;Adventure;Casual;Indie;RPG;Simulation
2236480,Action;Adventure;Indie
223650,
223670,
2236900,Action;Simulation
22370,RPG
223710,Action;Adventure;Indie
223750,Simulation;Free To Play
2237970,Adventure;Simulation;Strategy
2237980,Adventure;Casual;Indie
2236730,
22380,
2238080,
223830,Indie;Simulation;Strategy
223850,Utilities
2239150,Action;Indie;Strategy
2239550,Action;Adventure
224000,Free To Play;Simulation
223810,Action;Adventure;RPG
224040,Action;Adventure;Casual;Racing
2240530,Adventure;Casual;Free To Play
2240000,
2240920,Adventure;Indie;Simulation;Early Access
2241240,Indie
2241560,Action;Adventure;Indie
2241860,Simulation;Strategy;Early Access
2242100,Action;RPG;Simulation;Early Access
224260,Action;Indie;Free To Play
2242710,Adventure;Casual
224280,
224300,Action;Adventure
224060,
2243670,Adventure
2243710,Casual;RPG;Simulation
2243920,Adventure;Indie
2244080,Action;Adventure;Indie;RPG
2244160,Simulation
224340,
2244200,Casual;Indie;Simulation
224460,Adventure;Indie
224480,Action;Adventure;Indie
2244840,Action;Adventure;Casual;Indie;Massively Multiplayer;RPG;Simulation;Sports;Strategy
22450,Action;Adventure
224500,Indie;Simulation;Strategy
2245080,RPG;Simulation
2245090,Adventure;Casual;Simulation
224580,Action;Simulation;Strategy
2246110,Indie;Simulation
2246120,Adventure;Casual;Indie;RPG
2246300,Indie
2246850,Casual;Indie;Simulation
224420,
2246880,Action;Casual;Indie
224740,Indie;Simulation;Strategy
2247570,Casual;Indie;Strategy
224760,Indie
224820,Action;Indie
2248430,Adventure;Indie;RPG
224860,Indie;Strategy
2248760,Indie;Simulation
224900,Action;Simulation;Strategy
2249160,Indie;Simulation
224940,Action;Adventure
2249450,Adventure
224960,Action;Adventure
224980,Action;Adventure
2249830,Casual;Indie;Strategy
225000,Action;Adventure
2250060,Casual;Indie;Free To Play
2250090,Adventure;Indie;Free To Play
225020,Action
2250600,Action;Adventure;RPG;Strategy
225080,Action;Adventure;Indie
22490,
2251580,Adventure;Casual;Indie;RPG
225160,Action
2251620,Action;Indie;RPG;Strategy
225260,Action;Adventure;Strategy
225280,Action;Indie;RPG
225300,Action;Adventure
225320,Action;Adventure
225340,Strategy
2253470,Animation & Modeling
225360,Action;RPG
2253720,Massively Multiplayer;Simulation;Strategy;Free To Play
225420,Simulation;Strategy
225140,
2254490,Action;Casual;Free To Play
2254750,Action;Adventure;Indie
225540,Action;Adventure
225600,Action;Indie
225640,RPG
2256780,Casual;Indie
2256790,Indie;Simulation
2257400,Simulation
2257770,Adventure;Indie;Simulation
225840,Action;Casual;Indie;Free To Play
2258500,Action;Adventure
2258590,Casual;Strategy
2258770,Adventure
2258940,Action;Indie;RPG
2259210,Action;Indie
22600,Strategy
22610,Action
226100,Action;Casual;Indie;Strategy
2261050,Indie;Simulation;Strategy
2261240,Adventure
2261070,Simulation
2262610,Adventure;Indie
2262770,Action;Adventure;Casual;Indie
226280,Adventure;Indie
2263010,Casual;Indie;Free To Play
2264140,Adventure;Casual;Indie;Simulation
2264880,Casual;Simulation
22650,Action
2265180,Casual;Indie
226560,Adventure
226620,Adventure;Casual;Indie;RPG;Strategy
2266930,Action;Adventure;Indie
22670,Action
226700,Action;Indie;Massively Multiplayer;RPG;Free To Play
226720,Action
226740,Adventure;Casual;Indie;RPG;Simulation
226320,
226780,Racing;Sports
226840,RPG;Strategy
2268470,Casual;Indie
226860,Strategy
2267740,
2270,Action
227000,Adventure;Indie
227020,Simulation;Strategy
2270350,Action;Adventure;Casual;Indie;RPG;Simulation;Sports;Strategy
2270590,Action;Adventure;Indie;Massively Multiplayer;RPG
227060,Indie;RPG;Simulation;Strategy
2270600,Casual;Simulation
227080,Adventure;Casual;Indie
227100,Action
227160,Action;Indie;Simulation
227180,Free To Play;Indie;Massively Multiplayer;RPG;Simulation;Strategy
2271940,Action;Casual;Indie
2271980,
227200,Action;Adventure;Indie
2272050,
227220,Action;Adventure;Indie;RPG;Strategy
226980,
2272400,Casual;Indie;Simulation;Strategy
2272420,Action;Indie;Simulation
227260,Utilities
227300,Indie;Simulation
227240,
227320,
2273430,Action;Adventure;Indie
2273550,Adventure;Free To Play;Indie
227380,Action;Adventure;Casual
2273880,Casual;Indie;Strategy
2274120,Casual
2274430,Casual;Free To Play;Indie;Simulation
2274480,Adventure;Casual;Indie;RPG;Strategy
2274510,Action;Early Access
2274980,Indie;Simulation
2274990,Casual
2275150,Adventure;Indie
227560,Action;Indie
227600,Adventure;Casual
2273170,
2276850,Action;Adventure;Casual;Indie;Simulation
2276930,Casual;Simulation
227760,Simulation;Strategy
227780,Action;Indie
2278130,Action;Adventure;Casual;Indie;RPG;Simulation;Sports;Strategy
227860,Indie;Simulation;Strategy
2278630,Action;Adventure;Casual;Indie
2279510,Casual;Indie;Free To Play
2280,Action
2280000,Adventure;Free To Play;Education;Software Training;Game Development
2280320,Simulation
2280520,Action
2281360,Casual;Indie;Simulation
2281410,Indie;RPG;Simulation
227680,
2281730,Action;Free To Play
228180,Audio Production;Education;Software Training;Utilities;Video Production;Web Publishing
228200,Action;Strategy
2282480,Indie
228260,Indie;RPG;Strategy
228280,Adventure;RPG
228300,Action;Adventure
2283460,Action;Indie
228360,Adventure
228380,Action;Indie;Racing;Simulation;Sports
228400,Action;Simulation
2285150,Action;Indie;Massively Multiplayer;Simulation;Early Access
2285570,Adventure;Casual;Indie;RPG
2285650,Casual;Simulation;Strategy
2286770,Adventure;Casual;Indie;RPG
2287220,Simulation;Strategy
228760,Racing;Sports
2287650,Adventure;Casual;Simulation
2287960,Casual;Indie;RPG
2287970,Adventure;Casual;Indie;RPG
2287980,Indie;RPG
2288070,Action
2288080,Adventure;Indie;RPG
2288660,Casual;Indie
2281460,
228960,Indie;Strategy
2289960,Indie;Simulation
2289970,Adventure;Casual;Indie;Free To Play
2290180,Massively Multiplayer;Sports
228880,
2291020,
2291340,
2291810,Casual
2291850,Adventure;Indie
2292590,Adventure;Casual;Indie;Simulation
2292750,Adventure;Indie
2293010,Casual;Indie;Simulation
2293410,Casual;Free To Play;Indie;Racing;Simulation;Sports
2293420,Action;Adventure;Casual;Indie;Simulation
2293660,Indie
2291760,Action;Casual;Indie;Simulation;Strategy
2294130,Action;Casual;Indie;RPG;Strategy
2294540,Casual;Indie;Simulation
2294730,Adventure;Casual;Indie;RPG
229480,Action;Adventure;RPG
229520,Casual;Indie;Strategy
229580,Adventure;Indie
2295920,Action;Adventure;Casual;Indie;Simulation
2296990,Adventure;Casual;Indie
2297010,Strategy
2297650,Adventure;Casual
229810,Action;Indie
2298590,Action;Adventure;Indie
2298610,Casual;Simulation
229870,Action
229890,Action;Casual;Indie;Racing
2299130,Casual;Indie;Simulation
229950,Utilities
229970,Indie;Strategy
2299890,Casual;Indie
2300,Action
230050,Indie
2300160,Action;Indie;Simulation
230070,Indie;RPG
2300920,Indie;RPG
230190,Indie;Simulation;Strategy
2302140,Indie
2302640,Action;Adventure;Casual;Free To Play;Indie
230230,Adventure;Indie;RPG;Strategy
230270,Action
2302840,Action;Adventure;RPG
230290,Casual;Indie;Simulation;Early Access
2303180,Action;Adventure;Casual;Indie;Racing;Simulation;Sports
230330,Massively Multiplayer
2303350,Casual;Simulation
2303720,Action
2303800,Adventure;Indie;RPG
2304030,RPG;Simulation;Strategy
230410,Action;RPG;Free To Play
2304160,Action;Adventure;Casual;Indie;RPG;Simulation;Strategy
2304680,Action;Indie;Massively Multiplayer;Racing;Simulation
2304990,Simulation
2305790,Action;Adventure;Casual;Massively Multiplayer;Simulation;Free To Play
230650,Indie;Simulation;Sports;Strategy
2306590,Action;Casual;Indie;Massively Multiplayer;Strategy;Early Access
2306740,Action
230700,Action;Adventure;Indie
2307120,Indie;RPG
2307950,Action;Adventure;Indie
230820,Adventure;Indie
230840,Action;Adventure;Casual;Indie
2308400,RPG;Strategy
230860,Action;Adventure;Indie;Strategy
2308650,Free To Play;Simulation
2308870,Adventure;Casual;RPG;Free To Play
230980,Adventure;Indie
2310,Action
231020,Indie;Simulation
2310300,Action;Adventure;Casual;Indie;RPG;Simulation
231040,Action;Adventure;Casual;Indie
231060,Free To Play;Massively Multiplayer;RPG
2310690,Action;Adventure;Indie
2311190,Action;Adventure;Casual;Indie
2311260,
2311320,Indie;RPG;Simulation
2311350,Adventure
231140,Simulation
231160,Action;Adventure;Indie
230350,
231200,Adventure;Indie
231310,Adventure;Indie
2313130,Adventure;Massively Multiplayer;Simulation;Strategy;Free To Play
2313140,Adventure;Casual
2313250,Casual;Indie;Free To Play
231330,Action;Adventure
2314160,Action;Simulation;Early Access
231430,Strategy
2314430,Action;Adventure;Indie;RPG
2314650,Action;Adventure;Casual;Indie;RPG
2314720,Indie
231180,
2316400,Adventure;Casual;Simulation
2316410,Action;Adventure;Casual;Simulation
2316660,Action;Casual;Indie;RPG
2315040,
231720,Casual;Indie
231740,Indie;RPG
2317560,Massively Multiplayer;Simulation;Strategy;Free To Play
2317820,Casual;RPG;Simulation;Strategy
2318310,Casual;Indie;RPG;Simulation
2318480,Action;Indie
231670,
2320,Action
232010,Indie;Simulation
2320270,Action;Adventure;Indie;RPG
232050,Indie;RPG;Strategy
232090,Action
2320910,Action;Indie
231990,
2321180,Adventure;Casual
2321210,Action;Adventure;Indie;RPG;Early Access
2321430,Massively Multiplayer;RPG;Free To Play
2321580,Action;Adventure;Indie
2321690,Action;Adventure;Indie;Simulation
2321880,Action;Adventure;Indie;RPG
2322560,Adventure;Indie;RPG;Simulation;Strategy
2322660,Action;Massively Multiplayer;Free To Play
2321080,
232430,Adventure;Indie
232450,Casual;Free To Play;RPG;Strategy
2324650,Casual;Free To Play;Indie;Simulation
2325900,Indie;Simulation;Strategy
2326780,Adventure;Indie;RPG;Simulation
232750,Action;RPG
232770,Action;Indie
232790,Adventure;Casual;Indie
232810,Indie;Simulation;Strategy;Early Access
2328750,Action;Adventure;Casual;Simulation
2328760,Simulation;Free To Play
232890,Simulation;Strategy
232910,Racing;Sports
232950,Simulation
232970,Action;Casual;Indie
23300,Casual
2330500,Casual;Indie
2330750,Adventure;RPG
23310,RPG
233110,Indie;Strategy
233130,Action;Adventure
233150,Action;Indie;Simulation
233190,Action;Indie
2331960,Action;Adventure;Casual
2331970,Adventure;Casual;Simulation
2323870,
233230,Adventure;Indie
2332410,Action;Adventure;Casual;Indie
233270,Action;Adventure
2332810,Adventure;Casual;Indie;RPG
233290,Action;Adventure;RPG
233310,Indie;RPG;Strategy
233350,Action;Adventure;RPG
233370,Adventure
233410,Action
2334340,Action;Simulation
233450,Indie;Simulation;Strategy
233470,Adventure;Indie;RPG
233530,Action;Indie
233550,Action;Adventure
233610,Action;Indie;Racing
2336180,Casual;Free To Play;Indie
2336200,Action;Casual;Indie;RPG;Simulation
233250,
2336720,Action;Adventure;Indie;Massively Multiplayer;RPG;Simulation;Early Access
233680,Animation & Modeling;Design & Illustration;Photo Editing;Utilities;Game Development
2336980,Adventure
233700,Casual;Indie;RPG;Strategy
